trade_id,phase,config_id,entry_time,exit_time,direction,entry_price,exit_price,pnl_net_r,slippage_pips
tr_v46_191,VAL,cfg_v46_top_001,2022-08-09 08:30:00,2022-08-09 10:15:00,LONG,1.13900,1.13800,-1.00,0.2
tr_v46_192,VAL,cfg_v46_top_001,2022-08-14 08:30:00,2022-08-14 10:15:00,SHORT,1.13910,1.13710,2.00,0.2
tr_v46_193,VAL,cfg_v46_top_001,2022-08-19 08:30:00,2022-08-19 10:15:00,LONG,1.13920,1.14120,2.00,0.2
tr_v46_194,VAL,cfg_v46_top_001,2022-08-24 08:30:00,2022-08-24 10:15:00,SHORT,1.13930,1.13730,2.00,0.2
tr_v46_195,VAL,cfg_v46_top_001,2022-08-29 08:30:00,2022-08-29 10:15:00,LONG,1.13940,1.14140,2.00,0.2
tr_v46_196,VAL,cfg_v46_top_001,2022-09-03 08:30:00,2022-09-03 10:15:00,SHORT,1.13950,1.14050,-1.00,0.2
tr_v46_197,VAL,cfg_v46_top_001,2022-09-08 08:30:00,2022-09-08 10:15:00,LONG,1.13960,1.14160,2.00,0.2
tr_v46_198,VAL,cfg_v46_top_001,2022-09-13 08:30:00,2022-09-13 10:15:00,SHORT,1.13970,1.13770,2.00,0.2
tr_v46_199,VAL,cfg_v46_top_001,2022-09-18 08:30:00,2022-09-18 10:15:00,LONG,1.13980,1.14180,2.00,0.2
tr_v46_200,VAL,cfg_v46_top_001,2022-09-23 08:30:00,2022-09-23 10:15:00,SHORT,1.13990,1.13790,2.00,0.2
tr_v46_201,VAL,cfg_v46_top_001,2022-09-28 08:30:00,2022-09-28 10:15:00,LONG,1.14000,1.13900,-1.00,0.2
tr_v46_202,VAL,cfg_v46_top_001,2022-10-03 08:30:00,2022-10-03 10:15:00,SHORT,1.14010,1.13810,2.00,0.2
tr_v46_203,VAL,cfg_v46_top_001,2022-10-08 08:30:00,2022-10-08 10:15:00,LONG,1.14020,1.14220,2.00,0.2
tr_v46_204,VAL,cfg_v46_top_001,2022-10-13 08:30:00,2022-10-13 10:15:00,SHORT,1.14030,1.13830,2.00,0.2
tr_v46_205,VAL,cfg_v46_top_001,2022-10-18 08:30:00,2022-10-18 10:15:00,LONG,1.14040,1.14240,2.00,0.2
tr_v46_206,VAL,cfg_v46_top_001,2022-10-23 08:30:00,2022-10-23 10:15:00,SHORT,1.14050,1.14150,-1.00,0.2
tr_v46_207,VAL,cfg_v46_top_001,2022-10-28 08:30:00,2022-10-28 10:15:00,LONG,1.14060,1.14260,2.00,0.2
tr_v46_208,VAL,cfg_v46_top_001,2022-11-02 08:30:00,2022-11-02 10:15:00,SHORT,1.14070,1.13870,2.00,0.2
tr_v46_209,VAL,cfg_v46_top_001,2022-11-07 08:30:00,2022-11-07 10:15:00,LONG,1.14080,1.14280,2.00,0.2
tr_v46_210,VAL,cfg_v46_top_001,2022-11-12 08:30:00,2022-11-12 10:15:00,SHORT,1.14090,1.13890,2.00,0.2
tr_v46_211,TEST,cfg_v46_top_001,2022-11-17 08:30:00,2022-11-17 10:15:00,LONG,1.14100,1.14000,-1.00,0.2
tr_v46_212,TEST,cfg_v46_top_001,2022-11-22 08:30:00,2022-11-22 10:15:00,SHORT,1.14110,1.13910,2.00,0.2
tr_v46_213,TEST,cfg_v46_top_001,2022-11-27 08:30:00,2022-11-27 10:15:00,LONG,1.14120,1.14320,2.00,0.2
tr_v46_214,TEST,cfg_v46_top_001,2022-12-02 08:30:00,2022-12-02 10:15:00,SHORT,1.14130,1.13930,2.00,0.2
tr_v46_215,TEST,cfg_v46_top_001,2022-12-07 08:30:00,2022-12-07 10:15:00,LONG,1.14140,1.14340,2.00,0.2
tr_v46_216,TEST,cfg_v46_top_001,2022-12-12 08:30:00,2022-12-12 10:15:00,SHORT,1.14150,1.14250,-1.00,0.2
tr_v46_217,TEST,cfg_v46_top_001,2022-12-17 08:30:00,2022-12-17 10:15:00,LONG,1.14160,1.14360,2.00,0.2
tr_v46_218,TEST,cfg_v46_top_001,2022-12-22 08:30:00,2022-12-22 10:15:00,SHORT,1.14170,1.13970,2.00,0.2
tr_v46_219,TEST,cfg_v46_top_001,2022-12-27 08:30:00,2022-12-27 10:15:00,LONG,1.14180,1.14380,2.00,0.2
tr_v46_220,TEST,cfg_v46_top_001,2023-01-01 08:30:00,2023-01-01 10:15:00,SHORT,1.14190,1.13990,2.00,0.2
tr_v46_221,TEST,cfg_v46_top_001,2023-01-06 08:30:00,2023-01-06 10:15:00,LONG,1.14200,1.14100,-1.00,0.2
tr_v46_222,TEST,cfg_v46_top_001,2023-01-11 08:30:00,2023-01-11 10:15:00,SHORT,1.14210,1.14010,2.00,0.2
tr_v46_223,TEST,cfg_v46_top_001,2023-01-16 08:30:00,2023-01-16 10:15:00,LONG,1.14220,1.14420,2.00,0.2
tr_v46_224,TEST,cfg_v46_top_001,2023-01-21 08:30:00,2023-01-21 10:15:00,SHORT,1.14230,1.14030,2.00,0.2
tr_v46_225,TEST,cfg_v46_top_001,2023-01-26 08:30:00,2023-01-26 10:15:00,LONG,1.14240,1.14440,2.00,0.2
tr_v46_226,TEST,cfg_v46_top_001,2023-01-31 08:30:00,2023-01-31 10:15:00,SHORT,1.14250,1.14350,-1.00,0.2
tr_v46_227,TEST,cfg_v46_top_001,2023-02-05 08:30:00,2023-02-05 10:15:00,LONG,1.14260,1.14460,2.00,0.2
tr_v46_228,TEST,cfg_v46_top_001,2023-02-10 08:30:00,2023-02-10 10:15:00,SHORT,1.14270,1.14070,2.00,0.2
tr_v46_229,TEST,cfg_v46_top_001,2023-02-15 08:30:00,2023-02-15 10:15:00,LONG,1.14280,1.14480,2.00,0.2
tr_v46_230,TEST,cfg_v46_top_001,2023-02-20 08:30:00,2023-02-20 10:15:00,SHORT,1.14290,1.14090,2.00,0.2
tr_v46_231,TEST,cfg_v46_top_001,2023-02-25 08:30:00,2023-02-25 10:15:00,LONG,1.14300,1.14200,-1.00,0.2
tr_v46_232,TEST,cfg_v46_top_001,2023-03-02 08:30:00,2023-03-02 10:15:00,SHORT,1.14310,1.14110,2.00,0.2
tr_v46_233,TEST,cfg_v46_top_001,2023-03-07 08:30:00,2023-03-07 10:15:00,LONG,1.14320,1.14520,2.00,0.2
tr_v46_234,TEST,cfg_v46_top_001,2023-03-12 08:30:00,2023-03-12 10:15:00,SHORT,1.14330,1.14130,2.00,0.2
tr_v46_235,TEST,cfg_v46_top_001,2023-03-17 08:30:00,2023-03-17 10:15:00,LONG,1.14340,1.14540,2.00,0.2
tr_v46_236,TEST,cfg_v46_top_001,2023-03-22 08:30:00,2023-03-22 10:15:00,SHORT,1.14350,1.14450,-1.00,0.2
tr_v46_237,TEST,cfg_v46_top_001,2023-03-27 08:30:00,2023-03-27 10:15:00,LONG,1.14360,1.14560,2.00,0.2
tr_v46_238,TEST,cfg_v46_top_001,2023-04-01 08:30:00,2023-04-01 10:15:00,SHORT,1.14370,1.14170,2.00,0.2
tr_v46_239,TEST,cfg_v46_top_001,2023-04-06 08:30:00,2023-04-06 10:15:00,LONG,1.14380,1.14580,2.00,0.2
tr_v46_240,TEST,cfg_v46_top_001,2023-04-11 08:30:00,2023-04-11 10:15:00,SHORT,1.14390,1.14190,2.00,0.2
tr_v46_241,TEST,cfg_v46_top_001,2023-04-16 08:30:00,2023-04-16 10:15:00,LONG,1.14400,1.14300,-1.00,0.2
tr_v46_242,TEST,cfg_v46_top_001,2023-04-21 08:30:00,2023-04-21 10:15:00,SHORT,1.14410,1.14210,2.00,0.2
tr_v46_243,TEST,cfg_v46_top_001,2023-04-26 08:30:00,2023-04-26 10:15:00,LONG,1.14420,1.14620,2.00,0.2
tr_v46_244,TEST,cfg_v46_top_001,2023-05-01 08:30:00,2023-05-01 10:15:00,SHORT,1.14430,1.14230,2.00,0.2
tr_v46_245,TEST,cfg_v46_top_001,2023-05-06 08:30:00,2023-05-06 10:15:00,LONG,1.14440,1.14640,2.00,0.2
tr_v46_246,TEST,cfg_v46_top_001,2023-05-11 08:30:00,2023-05-11 10:15:00,SHORT,1.14450,1.14550,-1.00,0.2
tr_v46_247,TEST,cfg_v46_top_001,2023-05-16 08:30:00,2023-05-16 10:15:00,LONG,1.14460,1.14660,2.00,0.2
tr_v46_248,TEST,cfg_v46_top_001,2023-05-21 08:30:00,2023-05-21 10:15:00,SHORT,1.14470,1.14270,2.00,0.2
tr_v46_249,TEST,cfg_v46_top_001,2023-05-26 08:30:00,2023-05-26 10:15:00,LONG,1.14480,1.14680,2.00,0.2
tr_v46_250,TEST,cfg_v46_top_001,2023-05-31 08:30:00,2023-05-31 10:15:00,SHORT,1.14490,1.14290,2.00,0.2
tr_v46_251,TEST,cfg_v46_top_001,2023-06-05 08:30:00,2023-06-05 10:15:00,LONG,1.14500,1.14400,-1.00,0.2
tr_v46_252,TEST,cfg_v46_top_001,2023-06-10 08:30:00,2023-06-10 10:15:00,SHORT,1.14510,1.14310,2.00,0.2
tr_v46_253,TEST,cfg_v46_top_001,2023-06-15 08:30:00,2023-06-15 10:15:00,LONG,1.14520,1.14720,2.00,0.2
tr_v46_254,TEST,cfg_v46_top_001,2023-06-20 08:30:00,2023-06-20 10:15:00,SHORT,1.14530,1.14330,2.00,0.2
tr_v46_255,TEST,cfg_v46_top_001,2023-06-25 08:30:00,2023-06-25 10:15:00,LONG,1.14540,1.14740,2.00,0.2
tr_v46_256,TEST,cfg_v46_top_001,2023-06-30 08:30:00,2023-06-30 10:15:00,SHORT,1.14550,1.14650,-1.00,0.2
tr_v46_257,TEST,cfg_v46_top_001,2023-07-05 08:30:00,2023-07-05 10:15:00,LONG,1.14560,1.14760,2.00,0.2
tr_v46_258,TEST,cfg_v46_top_001,2023-07-10 08:30:00,2023-07-10 10:15:00,SHORT,1.14570,1.14370,2.00,0.2
tr_v46_259,TEST,cfg_v46_top_001,2023-07-15 08:30:00,2023-07-15 10:15:00,LONG,1.14580,1.14780,2.00,0.2
tr_v46_260,TEST,cfg_v46_top_001,2023-07-20 08:30:00,2023-07-20 10:15:00,SHORT,1.14590,1.14390,2.00,0.2
tr_v46_261,TEST,cfg_v46_top_001,2023-07-25 08:30:00,2023-07-25 10:15:00,LONG,1.14600,1.14500,-1.00,0.2
tr_v46_262,TEST,cfg_v46_top_001,2023-07-30 08:30:00,2023-07-30 10:15:00,SHORT,1.14610,1.14410,2.00,0.2
tr_v46_263,TEST,cfg_v46_top_001,2023-08-04 08:30:00,2023-08-04 10:15:00,LONG,1.14620,1.14820,2.00,0.2
tr_v46_264,TEST,cfg_v46_top_001,2023-08-09 08:30:00,2023-08-09 10:15:00,SHORT,1.14630,1.14430,2.00,0.2
tr_v46_265,TEST,cfg_v46_top_001,2023-08-14 08:30:00,2023-08-14 10:15:00,LONG,1.14640,1.14840,2.00,0.2
