config_id,session_window,level_type,wick_to_body_min,PF_train_net_0_2,PF_val_net_0_2,N_train,N_val,DD_val,status
cfg_v46_0257,08:00-11:00,NY_PRE_HL,2.2,1.01,1.03,100,88,1.67,DISCARDED
cfg_v46_0258,08:00-11:00,NY_PRE_HL,3.0,0.88,0.87,149,83,5.77,DISCARDED
cfg_v46_0259,08:00-11:00,ASIA_HL,1.8,0.93,0.95,108,66,1.52,DISCARDED
cfg_v46_0260,08:00-11:00,ASIA_HL,2.6,1.09,1.11,104,52,4.63,DISCARDED
cfg_v46_0261,08:00-11:00,NY_PRE_HL,1.8,1.31,1.20,149,95,5.93,TOP_CANDIDATE
cfg_v46_0262,08:00-11:00,ASIA_HL,2.2,0.95,0.92,143,97,7.67,DISCARDED
cfg_v46_0263,08:00-11:00,NY_PRE_HL,2.6,1.07,0.95,148,64,5.14,DISCARDED
cfg_v46_0264,08:00-11:00,NY_PRE_HL,2.6,1.05,0.98,134,66,5.74,DISCARDED
cfg_v46_0265,08:00-11:00,NY_PRE_HL,1.8,0.78,0.79,96,65,4.63,DISCARDED
cfg_v46_0266,08:00-11:00,NY_PRE_HL,3.0,1.07,1.02,134,50,2.73,DISCARDED
cfg_v46_0267,08:00-11:00,ASIA_HL,2.2,0.83,0.84,93,63,4.51,DISCARDED
cfg_v46_0268,08:00-11:00,NY_PRE_HL,3.0,0.93,0.96,137,73,5.07,DISCARDED
cfg_v46_0269,08:00-11:00,NY_PRE_HL,2.6,0.95,0.96,80,78,7.37,DISCARDED
cfg_v46_0270,08:00-11:00,ASIA_HL,3.0,1.16,1.10,81,55,3.80,DISCARDED
cfg_v46_0271,08:00-11:00,ASIA_HL,3.0,1.11,0.96,115,59,6.69,DISCARDED
cfg_v46_0272,08:00-11:00,NY_PRE_HL,3.0,0.91,0.78,147,99,7.04,DISCARDED
cfg_v46_0273,08:00-11:00,ASIA_HL,3.0,0.94,0.94,115,90,2.39,DISCARDED
cfg_v46_0274,08:00-11:00,NY_PRE_HL,2.2,1.09,1.10,133,95,5.56,DISCARDED
cfg_v46_0275,08:00-11:00,ASIA_HL,2.6,0.88,0.87,98,69,6.82,DISCARDED
cfg_v46_0276,08:00-11:00,NY_PRE_HL,3.0,0.80,0.76,125,69,7.60,DISCARDED
cfg_v46_0277,08:00-11:00,ASIA_HL,2.2,1.02,0.95,92,97,5.75,DISCARDED
cfg_v46_0278,08:00-11:00,ASIA_HL,2.2,0.94,0.97,144,86,3.79,DISCARDED
cfg_v46_0279,08:00-11:00,NY_PRE_HL,2.6,0.85,0.81,147,86,3.20,DISCARDED
cfg_v46_0280,08:00-11:00,ASIA_HL,3.4,0.75,0.69,117,74,4.06,DISCARDED
cfg_v46_0281,08:00-11:00,ASIA_HL,1.8,0.64,0.66,118,77,7.58,DISCARDED
cfg_v46_0282,08:00-11:00,NY_PRE_HL,3.0,0.91,0.84,97,78,5.54,DISCARDED
cfg_v46_0283,08:00-11:00,NY_PRE_HL,2.2,1.10,1.05,95,88,3.76,DISCARDED
cfg_v46_0284,08:00-11:00,NY_PRE_HL,3.0,1.05,0.95,80,93,3.96,DISCARDED
cfg_v46_0285,08:00-11:00,NY_PRE_HL,1.8,1.03,0.95,144,95,4.58,DISCARDED
cfg_v46_0286,08:00-11:00,ASIA_HL,3.4,0.81,0.78,129,86,5.15,DISCARDED
cfg_v46_0287,08:00-11:00,ASIA_HL,2.6,1.09,1.10,129,85,3.72,DISCARDED
cfg_v46_0288,08:00-11:00,ASIA_HL,3.4,0.90,0.76,134,98,4.21,DISCARDED
cfg_v46_0289,08:00-11:00,ASIA_HL,2.6,1.14,0.98,136,77,7.97,DISCARDED
cfg_v46_0290,08:00-11:00,NY_PRE_HL,3.0,0.73,0.76,146,74,6.75,DISCARDED
cfg_v46_0291,08:00-11:00,NY_PRE_HL,2.6,0.97,0.91,143,67,7.64,DISCARDED
cfg_v46_0292,08:00-11:00,NY_PRE_HL,3.4,0.82,0.81,127,56,7.40,DISCARDED
cfg_v46_0293,08:00-11:00,ASIA_HL,2.6,1.18,1.01,108,50,6.53,DISCARDED
cfg_v46_0294,08:00-11:00,ASIA_HL,1.8,0.85,0.82,150,83,2.70,DISCARDED
cfg_v46_0295,08:00-11:00,NY_PRE_HL,2.2,1.24,1.09,130,85,5.41,DISCARDED
cfg_v46_0296,08:00-11:00,NY_PRE_HL,1.8,1.19,1.12,117,68,4.16,DISCARDED
cfg_v46_0297,08:00-11:00,NY_PRE_HL,1.8,1.02,0.88,121,85,4.88,DISCARDED
cfg_v46_0298,08:00-11:00,ASIA_HL,3.4,0.96,0.96,116,77,2.85,DISCARDED
cfg_v46_0299,08:00-11:00,NY_PRE_HL,3.0,0.46,0.47,100,67,2.68,DISCARDED
cfg_v46_0300,08:00-11:00,ASIA_HL,3.0,1.34,1.18,149,94,6.31,TOP_CANDIDATE
cfg_v46_0301,08:00-11:00,ASIA_HL,3.4,1.13,1.17,109,85,6.90,TOP_CANDIDATE
cfg_v46_0302,08:00-11:00,NY_PRE_HL,2.6,1.32,1.38,85,51,4.22,TOP_CANDIDATE
cfg_v46_0303,08:00-11:00,ASIA_HL,2.6,1.14,1.11,127,65,3.33,DISCARDED
cfg_v46_0304,08:00-11:00,ASIA_HL,3.0,0.85,0.83,99,56,6.72,DISCARDED
cfg_v46_0305,08:00-11:00,NY_PRE_HL,2.2,1.21,1.25,112,54,7.77,TOP_CANDIDATE
cfg_v46_0306,08:00-11:00,ASIA_HL,3.0,1.04,0.95,138,62,5.55,DISCARDED
cfg_v46_0307,08:00-11:00,ASIA_HL,3.4,1.00,0.97,81,97,6.97,DISCARDED
cfg_v46_0308,08:00-11:00,ASIA_HL,2.2,0.96,0.91,136,54,6.38,DISCARDED
cfg_v46_0309,08:00-11:00,NY_PRE_HL,1.8,0.91,0.87,126,92,6.84,DISCARDED
cfg_v46_0310,08:00-11:00,NY_PRE_HL,3.0,0.85,0.72,114,71,5.55,DISCARDED
cfg_v46_0311,08:00-11:00,ASIA_HL,3.0,0.99,1.00,84,58,7.93,DISCARDED
cfg_v46_0312,08:00-11:00,ASIA_HL,1.8,0.93,0.89,136,87,5.63,DISCARDED
cfg_v46_0313,08:00-11:00,ASIA_HL,2.6,1.46,1.50,89,84,4.27,TOP_CANDIDATE
cfg_v46_0314,08:00-11:00,ASIA_HL,2.6,0.87,0.78,138,87,7.69,DISCARDED
cfg_v46_0315,08:00-11:00,ASIA_HL,1.8,0.88,0.77,120,91,6.53,DISCARDED
cfg_v46_0316,08:00-11:00,NY_PRE_HL,3.4,1.07,1.06,104,72,2.58,DISCARDED
cfg_v46_0317,08:00-11:00,NY_PRE_HL,1.8,0.95,0.97,92,60,6.75,DISCARDED
cfg_v46_0318,08:00-11:00,NY_PRE_HL,3.0,0.91,0.89,126,85,6.17,DISCARDED
cfg_v46_0319,08:00-11:00,NY_PRE_HL,2.6,1.06,0.97,117,81,3.14,DISCARDED
cfg_v46_0320,08:00-11:00,NY_PRE_HL,2.2,1.17,1.04,128,99,2.13,DISCARDED
cfg_v46_0321,08:00-11:00,ASIA_HL,3.0,1.01,1.01,137,92,3.73,DISCARDED
cfg_v46_0322,08:00-11:00,NY_PRE_HL,1.8,0.88,0.81,96,77,6.74,DISCARDED
cfg_v46_0323,08:00-11:00,ASIA_HL,1.8,0.86,0.89,139,93,3.25,DISCARDED
cfg_v46_0324,08:00-11:00,NY_PRE_HL,1.8,1.08,0.99,131,93,4.41,DISCARDED
cfg_v46_0325,08:00-11:00,ASIA_HL,3.4,1.34,1.25,129,81,5.33,TOP_CANDIDATE
cfg_v46_0326,08:00-11:00,ASIA_HL,2.6,0.70,0.68,149,69,6.21,DISCARDED
cfg_v46_0327,08:00-11:00,NY_PRE_HL,3.4,1.07,1.07,89,52,4.24,DISCARDED
cfg_v46_0328,08:00-11:00,ASIA_HL,2.2,1.16,1.13,102,50,2.48,DISCARDED
cfg_v46_0329,08:00-11:00,ASIA_HL,1.8,1.23,1.17,139,80,4.77,TOP_CANDIDATE
cfg_v46_0330,08:00-11:00,NY_PRE_HL,2.6,1.06,0.94,118,63,7.43,DISCARDED
cfg_v46_0331,08:00-11:00,NY_PRE_HL,1.8,1.06,0.92,87,52,6.66,DISCARDED
cfg_v46_0332,08:00-11:00,NY_PRE_HL,2.2,0.84,0.83,84,96,3.17,DISCARDED
cfg_v46_0333,08:00-11:00,ASIA_HL,1.8,0.84,0.84,87,99,4.56,DISCARDED
cfg_v46_0334,08:00-11:00,NY_PRE_HL,2.6,1.03,1.07,144,80,2.14,DISCARDED
cfg_v46_0335,08:00-11:00,NY_PRE_HL,2.6,0.76,0.70,113,54,6.89,DISCARDED
cfg_v46_0336,08:00-11:00,ASIA_HL,2.2,1.05,1.10,90,79,3.16,DISCARDED
cfg_v46_0337,08:00-11:00,NY_PRE_HL,1.8,1.07,1.00,86,74,4.54,DISCARDED
cfg_v46_0338,08:00-11:00,ASIA_HL,1.8,0.89,0.86,97,51,4.66,DISCARDED
cfg_v46_0339,08:00-11:00,ASIA_HL,1.8,0.83,0.84,138,86,2.00,DISCARDED
cfg_v46_0340,08:00-11:00,NY_PRE_HL,3.4,1.10,1.05,88,84,7.97,DISCARDED
cfg_v46_0341,08:00-11:00,NY_PRE_HL,1.8,0.76,0.72,132,90,2.17,DISCARDED
cfg_v46_0342,08:00-11:00,ASIA_HL,1.8,1.03,0.90,134,96,2.21,DISCARDED
cfg_v46_0343,08:00-11:00,ASIA_HL,3.0,1.18,1.15,104,92,7.47,TOP_CANDIDATE
cfg_v46_0344,08:00-11:00,NY_PRE_HL,2.2,1.13,1.14,147,95,4.68,DISCARDED
cfg_v46_0345,08:00-11:00,ASIA_HL,3.4,0.96,0.96,110,86,4.81,DISCARDED
cfg_v46_0346,08:00-11:00,ASIA_HL,2.2,1.13,1.04,121,69,6.73,DISCARDED
cfg_v46_0347,08:00-11:00,ASIA_HL,1.8,0.82,0.78,127,99,3.05,DISCARDED
cfg_v46_0348,08:00-11:00,NY_PRE_HL,2.2,1.03,0.91,99,91,2.48,DISCARDED
cfg_v46_0349,08:00-11:00,NY_PRE_HL,3.0,1.16,1.12,135,50,5.49,DISCARDED
cfg_v46_0350,08:00-11:00,ASIA_HL,3.4,1.06,1.06,84,73,3.01,DISCARDED
cfg_v46_0351,08:00-11:00,NY_PRE_HL,3.0,1.13,1.09,119,53,4.13,DISCARDED
cfg_v46_0352,08:00-11:00,ASIA_HL,2.2,1.02,0.90,139,79,3.18,DISCARDED
cfg_v46_0353,08:00-11:00,NY_PRE_HL,2.6,0.86,0.86,101,72,6.62,DISCARDED
cfg_v46_0354,08:00-11:00,ASIA_HL,2.2,0.83,0.80,102,64,7.05,DISCARDED
cfg_v46_0355,08:00-11:00,ASIA_HL,3.0,0.83,0.72,83,79,5.37,DISCARDED
cfg_v46_0356,08:00-11:00,ASIA_HL,3.4,0.95,0.83,121,71,2.11,DISCARDED
cfg_v46_0357,08:00-11:00,ASIA_HL,2.2,0.92,0.81,92,64,6.07,DISCARDED
cfg_v46_0358,08:00-11:00,NY_PRE_HL,1.8,0.70,0.64,124,74,6.67,DISCARDED
cfg_v46_0359,08:00-11:00,ASIA_HL,3.0,1.00,0.97,119,90,5.74,DISCARDED
cfg_v46_0360,08:00-11:00,ASIA_HL,2.2,1.24,1.17,125,78,6.37,TOP_CANDIDATE
cfg_v46_0361,08:00-11:00,NY_PRE_HL,3.0,1.05,1.08,103,75,7.66,DISCARDED
cfg_v46_0362,08:00-11:00,ASIA_HL,3.4,0.88,0.89,112,93,4.61,DISCARDED
cfg_v46_0363,08:00-11:00,ASIA_HL,2.2,0.97,1.01,119,87,2.35,DISCARDED
cfg_v46_0364,08:00-11:00,NY_PRE_HL,2.6,0.91,0.78,144,93,5.66,DISCARDED
cfg_v46_0365,08:00-11:00,NY_PRE_HL,3.4,0.96,0.86,83,97,5.08,DISCARDED
cfg_v46_0366,08:00-11:00,NY_PRE_HL,1.8,1.00,0.99,135,69,7.25,DISCARDED
cfg_v46_0367,08:00-11:00,ASIA_HL,2.2,1.18,1.08,125,96,6.87,DISCARDED
cfg_v46_0368,08:00-11:00,NY_PRE_HL,1.8,0.60,0.54,94,98,2.10,DISCARDED
cfg_v46_0369,08:00-11:00,NY_PRE_HL,2.6,0.87,0.91,94,89,4.27,DISCARDED
cfg_v46_0370,08:00-11:00,ASIA_HL,2.6,0.93,0.96,134,91,3.07,DISCARDED
cfg_v46_0371,08:00-11:00,ASIA_HL,3.0,1.03,0.96,141,98,2.83,DISCARDED
cfg_v46_0372,08:00-11:00,NY_PRE_HL,2.6,0.98,0.98,127,79,3.60,DISCARDED
cfg_v46_0373,08:00-11:00,ASIA_HL,2.2,1.00,0.91,110,50,2.91,DISCARDED
cfg_v46_0374,08:00-11:00,ASIA_HL,2.6,0.87,0.77,148,99,1.69,DISCARDED
cfg_v46_0375,08:00-11:00,ASIA_HL,3.0,1.10,1.08,104,61,3.44,DISCARDED
cfg_v46_0376,08:00-11:00,ASIA_HL,1.8,1.04,0.97,145,67,4.31,DISCARDED
cfg_v46_0377,08:00-11:00,ASIA_HL,2.6,0.93,0.91,98,89,2.78,DISCARDED
cfg_v46_0378,08:00-11:00,ASIA_HL,3.0,1.13,0.99,112,89,5.95,DISCARDED
cfg_v46_0379,08:00-11:00,ASIA_HL,3.0,0.87,0.86,147,72,4.15,DISCARDED
cfg_v46_0380,08:00-11:00,NY_PRE_HL,3.4,0.70,0.71,119,82,6.85,DISCARDED
cfg_v46_0381,08:00-11:00,NY_PRE_HL,2.2,0.79,0.80,134,74,1.89,DISCARDED
cfg_v46_0382,08:00-11:00,NY_PRE_HL,1.8,0.87,0.76,89,53,5.75,DISCARDED
cfg_v46_0383,08:00-11:00,NY_PRE_HL,3.0,1.07,0.93,128,57,6.20,DISCARDED
cfg_v46_0384,08:00-11:00,NY_PRE_HL,3.0,0.93,0.81,113,60,7.15,DISCARDED
cfg_v46_0385,08:00-11:00,ASIA_HL,2.6,0.76,0.66,134,76,5.57,DISCARDED
cfg_v46_0386,08:00-11:00,NY_PRE_HL,3.0,0.88,0.78,87,92,5.38,DISCARDED
cfg_v46_0387,08:00-11:00,ASIA_HL,2.2,1.05,1.00,91,56,2.97,DISCARDED
cfg_v46_0388,08:00-11:00,NY_PRE_HL,3.4,1.04,0.89,134,91,4.59,DISCARDED
cfg_v46_0389,08:00-11:00,ASIA_HL,1.8,0.91,0.83,142,51,2.03,DISCARDED
cfg_v46_0390,08:00-11:00,ASIA_HL,1.8,1.12,1.04,145,50,4.24,DISCARDED
cfg_v46_0391,08:00-11:00,ASIA_HL,3.0,0.89,0.77,103,72,7.98,DISCARDED
cfg_v46_0392,08:00-11:00,ASIA_HL,2.6,1.10,0.94,124,88,1.78,DISCARDED
cfg_v46_0393,08:00-11:00,ASIA_HL,3.4,1.03,0.95,95,87,7.84,DISCARDED
cfg_v46_0394,08:00-11:00,NY_PRE_HL,1.8,0.65,0.61,84,92,2.97,DISCARDED
cfg_v46_0395,08:00-11:00,NY_PRE_HL,3.4,0.98,0.94,118,68,2.81,DISCARDED
cfg_v46_0396,08:00-11:00,ASIA_HL,2.2,1.08,1.07,109,77,5.70,DISCARDED
cfg_v46_0397,08:00-11:00,ASIA_HL,2.2,0.82,0.82,103,64,7.06,DISCARDED
cfg_v46_0398,08:00-11:00,ASIA_HL,2.2,0.96,0.85,84,95,1.60,DISCARDED
cfg_v46_0399,08:00-11:00,NY_PRE_HL,3.4,0.91,0.88,88,100,5.48,DISCARDED
cfg_v46_0400,08:00-11:00,NY_PRE_HL,2.2,0.95,0.89,81,75,5.68,DISCARDED
cfg_v46_0401,08:00-11:00,NY_PRE_HL,3.0,0.92,0.85,100,86,7.30,DISCARDED
cfg_v46_0402,08:00-11:00,ASIA_HL,2.2,0.92,0.91,90,85,7.02,DISCARDED
cfg_v46_0403,08:00-11:00,ASIA_HL,3.0,0.89,0.79,130,95,5.01,DISCARDED
cfg_v46_0404,08:00-11:00,ASIA_HL,3.0,1.27,1.18,119,93,3.97,TOP_CANDIDATE
cfg_v46_0405,08:00-11:00,ASIA_HL,2.2,0.95,0.99,98,87,5.04,DISCARDED
cfg_v46_0406,08:00-11:00,NY_PRE_HL,2.6,0.86,0.89,90,55,6.24,DISCARDED
cfg_v46_0407,08:00-11:00,NY_PRE_HL,3.0,0.69,0.59,140,53,4.79,DISCARDED
cfg_v46_0408,08:00-11:00,ASIA_HL,2.2,0.95,0.86,108,79,4.75,DISCARDED
cfg_v46_0409,08:00-11:00,ASIA_HL,3.4,0.80,0.80,92,97,5.25,DISCARDED
cfg_v46_0410,08:00-11:00,NY_PRE_HL,3.4,1.16,1.09,137,86,4.30,DISCARDED
cfg_v46_0411,08:00-11:00,NY_PRE_HL,3.0,1.01,0.94,133,62,6.82,DISCARDED
cfg_v46_0412,08:00-11:00,ASIA_HL,2.2,1.02,0.97,139,74,3.04,DISCARDED
cfg_v46_0413,08:00-11:00,NY_PRE_HL,3.4,0.84,0.73,91,52,4.16,DISCARDED
cfg_v46_0414,08:00-11:00,NY_PRE_HL,1.8,0.97,1.01,85,71,2.91,DISCARDED
cfg_v46_0415,08:00-11:00,ASIA_HL,3.0,0.74,0.64,116,80,1.69,DISCARDED
cfg_v46_0416,08:00-11:00,ASIA_HL,3.4,1.23,1.11,104,69,2.37,DISCARDED
cfg_v46_0417,08:00-11:00,ASIA_HL,3.4,0.82,0.76,93,93,3.27,DISCARDED
cfg_v46_0418,08:00-11:00,NY_PRE_HL,1.8,1.11,1.06,105,74,1.95,DISCARDED
cfg_v46_0419,08:00-11:00,NY_PRE_HL,3.4,1.08,0.99,91,94,6.38,DISCARDED
cfg_v46_0420,08:00-11:00,ASIA_HL,2.6,0.82,0.86,128,89,7.12,DISCARDED
cfg_v46_0421,08:00-11:00,ASIA_HL,3.4,0.93,0.85,132,93,6.67,DISCARDED
cfg_v46_0422,08:00-11:00,ASIA_HL,3.4,0.87,0.90,130,55,2.81,DISCARDED
cfg_v46_0423,08:00-11:00,NY_PRE_HL,2.6,0.87,0.80,120,50,5.49,DISCARDED
cfg_v46_0424,08:00-11:00,ASIA_HL,3.0,0.89,0.84,144,65,3.19,DISCARDED
cfg_v46_0425,08:00-11:00,ASIA_HL,3.0,0.89,0.87,84,91,2.01,DISCARDED
cfg_v46_0426,08:00-11:00,NY_PRE_HL,3.0,1.00,0.92,147,68,1.76,DISCARDED
cfg_v46_0427,08:00-11:00,NY_PRE_HL,2.6,0.79,0.72,101,87,2.90,DISCARDED
cfg_v46_0428,08:00-11:00,ASIA_HL,1.8,0.79,0.81,110,91,4.13,DISCARDED
cfg_v46_0429,08:00-11:00,NY_PRE_HL,2.6,0.80,0.84,95,88,4.89,DISCARDED
cfg_v46_0430,08:00-11:00,NY_PRE_HL,2.2,1.11,1.05,140,85,2.66,DISCARDED
cfg_v46_0431,08:00-11:00,NY_PRE_HL,3.0,0.90,0.90,141,54,3.13,DISCARDED
cfg_v46_0432,08:00-11:00,NY_PRE_HL,3.0,1.07,0.96,120,75,6.65,DISCARDED
cfg_v46_0433,08:00-11:00,ASIA_HL,1.8,0.86,0.82,124,91,7.29,DISCARDED
cfg_v46_0434,08:00-11:00,ASIA_HL,1.8,0.90,0.88,115,61,6.45,DISCARDED
cfg_v46_0435,08:00-11:00,ASIA_HL,1.8,0.76,0.67,122,94,4.13,DISCARDED
cfg_v46_0436,08:00-11:00,ASIA_HL,2.6,0.64,0.61,124,75,4.16,DISCARDED
cfg_v46_0437,08:00-11:00,NY_PRE_HL,3.4,0.98,0.91,108,80,2.94,DISCARDED
cfg_v46_0438,08:00-11:00,NY_PRE_HL,2.6,0.61,0.59,96,71,3.43,DISCARDED
cfg_v46_0439,08:00-11:00,ASIA_HL,2.6,1.17,1.02,102,78,6.94,DISCARDED
cfg_v46_0440,08:00-11:00,ASIA_HL,2.6,0.81,0.71,122,79,1.77,DISCARDED
cfg_v46_0441,08:00-11:00,NY_PRE_HL,3.4,0.77,0.70,128,66,5.44,DISCARDED
cfg_v46_0442,08:00-11:00,ASIA_HL,2.2,0.76,0.74,126,97,5.19,DISCARDED
cfg_v46_0443,08:00-11:00,ASIA_HL,3.0,0.65,0.61,102,61,6.60,DISCARDED
cfg_v46_0444,08:00-11:00,ASIA_HL,2.2,0.81,0.82,95,50,7.07,DISCARDED
cfg_v46_0445,08:00-11:00,ASIA_HL,1.8,0.79,0.83,88,81,7.09,DISCARDED
cfg_v46_0446,08:00-11:00,NY_PRE_HL,3.4,0.95,0.91,150,62,3.82,DISCARDED
cfg_v46_0447,08:00-11:00,NY_PRE_HL,3.4,0.95,0.84,118,97,7.12,DISCARDED
cfg_v46_0448,08:00-11:00,NY_PRE_HL,3.4,0.76,0.78,136,53,7.43,DISCARDED
cfg_v46_0449,08:00-11:00,ASIA_HL,1.8,1.04,0.92,128,55,3.05,DISCARDED
cfg_v46_0450,08:00-11:00,NY_PRE_HL,3.0,0.82,0.81,95,95,1.74,DISCARDED
cfg_v46_0451,08:00-11:00,ASIA_HL,1.8,0.85,0.80,128,93,4.53,DISCARDED
cfg_v46_0452,08:00-11:00,ASIA_HL,3.0,1.00,0.91,138,81,5.74,DISCARDED
cfg_v46_0453,08:00-11:00,NY_PRE_HL,1.8,0.90,0.91,114,54,7.71,DISCARDED
cfg_v46_0454,08:00-11:00,NY_PRE_HL,2.6,1.18,1.07,100,67,7.97,DISCARDED
cfg_v46_0455,08:00-11:00,NY_PRE_HL,3.0,0.99,0.86,104,58,7.74,DISCARDED
cfg_v46_0456,08:00-11:00,ASIA_HL,1.8,1.22,1.21,84,80,3.73,TOP_CANDIDATE
cfg_v46_0457,08:00-11:00,NY_PRE_HL,1.8,1.07,0.92,123,78,7.86,DISCARDED
cfg_v46_0458,08:00-11:00,NY_PRE_HL,2.6,0.97,0.89,114,64,1.61,DISCARDED
cfg_v46_0459,08:00-11:00,NY_PRE_HL,3.4,0.65,0.60,90,93,7.74,DISCARDED
cfg_v46_0460,08:00-11:00,NY_PRE_HL,3.4,0.83,0.81,109,74,5.00,DISCARDED
cfg_v46_0461,08:00-11:00,NY_PRE_HL,3.4,0.72,0.73,133,77,7.94,DISCARDED
cfg_v46_0462,08:00-11:00,NY_PRE_HL,2.2,1.00,0.93,141,72,2.91,DISCARDED
cfg_v46_0463,08:00-11:00,ASIA_HL,2.6,0.93,0.97,116,92,1.64,DISCARDED
cfg_v46_0464,08:00-11:00,ASIA_HL,2.2,0.80,0.76,129,64,3.79,DISCARDED
cfg_v46_0465,08:00-11:00,NY_PRE_HL,2.6,1.29,1.21,130,62,2.79,TOP_CANDIDATE
cfg_v46_0466,08:00-11:00,ASIA_HL,2.6,0.98,0.85,105,99,3.05,DISCARDED
cfg_v46_0467,08:00-11:00,NY_PRE_HL,1.8,0.78,0.78,95,68,3.38,DISCARDED
cfg_v46_0468,08:00-11:00,NY_PRE_HL,3.0,0.91,0.83,150,55,3.54,DISCARDED
cfg_v46_0469,08:00-11:00,NY_PRE_HL,3.0,0.96,0.85,86,79,3.34,DISCARDED
cfg_v46_0470,08:00-11:00,NY_PRE_HL,2.2,1.05,1.06,85,87,2.21,DISCARDED
cfg_v46_0471,08:00-11:00,NY_PRE_HL,2.6,0.93,0.79,121,63,3.80,DISCARDED
cfg_v46_0472,08:00-11:00,ASIA_HL,1.8,0.88,0.86,83,51,2.96,DISCARDED
cfg_v46_0473,08:00-11:00,NY_PRE_HL,2.6,0.97,0.98,150,56,1.59,DISCARDED
cfg_v46_0474,08:00-11:00,ASIA_HL,2.2,1.12,1.03,142,84,3.33,DISCARDED
cfg_v46_0475,08:00-11:00,NY_PRE_HL,2.6,0.72,0.71,105,68,2.57,DISCARDED
cfg_v46_0476,08:00-11:00,ASIA_HL,3.0,1.07,1.08,110,85,7.24,DISCARDED
cfg_v46_0477,08:00-11:00,NY_PRE_HL,1.8,1.15,1.06,119,99,7.53,DISCARDED
cfg_v46_0478,08:00-11:00,NY_PRE_HL,2.6,0.88,0.85,146,77,5.28,DISCARDED
cfg_v46_0479,08:00-11:00,ASIA_HL,2.6,1.02,0.89,91,89,1.98,DISCARDED
cfg_v46_0480,08:00-11:00,ASIA_HL,1.8,0.92,0.93,137,85,7.81,DISCARDED
cfg_v46_0481,08:00-11:00,NY_PRE_HL,1.8,0.83,0.86,104,100,5.21,DISCARDED
cfg_v46_0482,08:00-11:00,ASIA_HL,1.8,1.06,0.99,128,64,2.62,DISCARDED
cfg_v46_0483,08:00-11:00,ASIA_HL,1.8,0.79,0.77,102,86,5.60,DISCARDED
cfg_v46_0484,08:00-11:00,ASIA_HL,1.8,1.05,0.98,92,82,7.65,DISCARDED
cfg_v46_0485,08:00-11:00,NY_PRE_HL,3.4,1.14,0.99,88,94,7.73,DISCARDED
cfg_v46_0486,08:00-11:00,NY_PRE_HL,2.6,0.80,0.75,109,78,3.23,DISCARDED
cfg_v46_0487,08:00-11:00,NY_PRE_HL,1.8,1.16,1.04,132,59,7.29,DISCARDED
cfg_v46_0488,08:00-11:00,ASIA_HL,2.2,0.96,0.99,114,88,5.50,DISCARDED
cfg_v46_0489,08:00-11:00,NY_PRE_HL,3.0,0.87,0.75,125,92,1.57,DISCARDED
cfg_v46_0490,08:00-11:00,ASIA_HL,2.2,1.00,1.03,111,75,6.05,DISCARDED
cfg_v46_0491,08:00-11:00,ASIA_HL,2.2,0.98,0.98,88,82,2.70,DISCARDED
cfg_v46_0492,08:00-11:00,ASIA_HL,2.6,1.02,0.99,96,82,4.46,DISCARDED
cfg_v46_0493,08:00-11:00,NY_PRE_HL,1.8,1.19,1.14,121,74,6.16,DISCARDED
cfg_v46_0494,08:00-11:00,ASIA_HL,3.4,0.77,0.78,131,73,1.60,DISCARDED
cfg_v46_0495,08:00-11:00,NY_PRE_HL,2.2,0.81,0.80,147,75,6.90,DISCARDED
cfg_v46_0496,08:00-11:00,NY_PRE_HL,3.0,0.80,0.80,83,77,4.53,DISCARDED
cfg_v46_0497,08:00-11:00,ASIA_HL,3.0,1.01,0.95,81,78,2.88,DISCARDED
cfg_v46_0498,08:00-11:00,NY_PRE_HL,2.6,0.92,0.85,108,65,6.98,DISCARDED
cfg_v46_0499,08:00-11:00,ASIA_HL,2.6,1.11,1.04,122,51,4.96,DISCARDED
cfg_v46_0500,08:00-11:00,ASIA_HL,2.2,1.13,1.17,109,62,5.78,TOP_CANDIDATE
cfg_v46_0501,08:00-11:00,NY_PRE_HL,3.4,1.10,1.05,103,63,6.82,DISCARDED
cfg_v46_0502,08:00-11:00,ASIA_HL,3.4,1.06,1.00,83,55,5.12,DISCARDED
cfg_v46_0503,08:00-11:00,NY_PRE_HL,2.2,1.06,0.99,131,89,5.70,DISCARDED
cfg_v46_0504,08:00-11:00,NY_PRE_HL,1.8,0.80,0.79,101,69,7.74,DISCARDED
cfg_v46_0505,08:00-11:00,ASIA_HL,3.0,0.87,0.81,121,55,7.17,DISCARDED
cfg_v46_0506,08:00-11:00,NY_PRE_HL,3.0,0.81,0.79,81,91,3.55,DISCARDED
cfg_v46_0507,08:00-11:00,ASIA_HL,3.0,0.62,0.61,89,73,3.19,DISCARDED
cfg_v46_0508,08:00-11:00,NY_PRE_HL,3.0,0.78,0.77,150,75,3.01,DISCARDED
cfg_v46_0509,08:00-11:00,NY_PRE_HL,3.0,0.86,0.84,142,96,2.08,DISCARDED
cfg_v46_0510,08:00-11:00,NY_PRE_HL,1.8,0.88,0.92,136,88,6.53,DISCARDED
cfg_v46_0511,08:00-11:00,ASIA_HL,1.8,0.60,0.59,110,73,7.88,DISCARDED
cfg_v46_0512,08:00-11:00,NY_PRE_HL,2.2,1.10,0.95,110,95,3.47,DISCARDED
