month,trade_id,entry_time,exit_time,direction,bar_outcome,tick_outcome,bar_R,tick_R,match_status,classification,diff_bid_pips,diff_ask_pips
2025-08,2462,2025-08-22 09:36:00-04:00,2025-08-22 10:00:00-04:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,3.8,4.1
2025-08,2463,2025-08-25 07:00:00-04:00,2025-08-25 07:30:00-04:00,LONG,TP,SL,1.4,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,-2.6,-2.3
2025-08,2464,2025-08-26 11:30:00-04:00,2025-08-26 20:00:00-04:00,SHORT,FORCED_CLOSE,SL,0.798611,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,4.3,4.8
2025-08,2465,2025-08-27 10:21:00-04:00,2025-08-27 11:03:00-04:00,SHORT,SL,SL,-1.0,-1.0,MATCH,MATCH,5.3,5.8
2025-08,2466,2025-08-28 12:03:00-04:00,2025-08-28 12:18:00-04:00,LONG,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,-2.4,-2.2
2025-08,2467,2025-08-29 08:33:00-04:00,2025-08-29 10:09:00-04:00,LONG,TP,SL,1.4,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,-11.1,-10.6
2024-11,2274,2024-11-01 08:24:00-04:00,2024-11-03 17:00:00-05:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,3.1,3.3
2024-11,2275,2024-11-04 10:45:00-05:00,2024-11-04 11:54:00-05:00,SHORT,TP,SL,1.4,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,6.1,6.2
2024-11,2276,2024-11-05 09:09:00-05:00,2024-11-05 09:21:00-05:00,LONG,TP,SL,1.4,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,-2.7,-2.4
2024-11,2277,2024-11-06 07:27:00-05:00,2024-11-06 07:33:00-05:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,4.8,5.1
2024-11,2278,2024-11-07 07:03:00-05:00,2024-11-07 07:54:00-05:00,LONG,TP,SL,1.4,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,-3.2,-3.0
2024-11,2279,2024-11-08 08:18:00-05:00,2024-11-08 08:33:00-05:00,SHORT,TP,SL,1.4,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,3.2,3.4
2024-11,2280,2024-11-11 09:12:00-05:00,2024-11-11 20:00:00-05:00,LONG,FORCED_CLOSE,FORCED_CLOSE,0.027875,0.027875,MATCH,MATCH,-2.5,-2.4
2024-11,2281,2024-11-12 10:54:00-05:00,2024-11-12 11:39:00-05:00,LONG,SL,SL,-1.0,-1.0,MATCH,MATCH,-6.9,-6.6
2024-11,2282,2024-11-13 10:06:00-05:00,2024-11-13 20:00:00-05:00,SHORT,FORCED_CLOSE,FORCED_CLOSE,-0.023121,-0.023121,MATCH,MATCH,17.9,18.2
2024-11,2283,2024-11-14 07:33:00-05:00,2024-11-14 08:00:00-05:00,LONG,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,-3.6,-3.3
2024-11,2284,2024-11-15 08:30:00-05:00,2024-11-15 12:00:00-05:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,28.0,28.3
2024-11,2285,2024-11-18 10:18:00-05:00,2024-11-18 11:48:00-05:00,SHORT,SL,SL,-1.0,-1.0,MATCH,MATCH,3.9,4.2
2024-11,2286,2024-11-20 11:09:00-05:00,2024-11-20 12:15:00-05:00,SHORT,SL,SL,-1.0,-1.0,MATCH,MATCH,10.2,10.5
2024-11,2287,2024-11-21 10:27:00-05:00,2024-11-21 10:51:00-05:00,SHORT,TP,SL,1.4,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,2.8,3.0
2024-11,2288,2024-11-25 08:00:00-05:00,2024-11-25 08:18:00-05:00,LONG,TP,SL,1.4,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,-8.0,-7.8
2024-11,2289,2024-11-26 07:12:00-05:00,2024-11-26 07:18:00-05:00,LONG,TP,SL,1.4,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,-8.2,-8.0
2024-11,2290,2024-11-27 09:36:00-05:00,2024-11-27 10:39:00-05:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,4.5,4.7
2024-11,2291,2024-11-28 10:36:00-05:00,2024-11-28 18:15:00-05:00,SHORT,SL,SL,-1.0,-1.0,MATCH,MATCH,3.8,4.1
2024-11,2292,2024-11-29 07:57:00-05:00,2024-11-29 09:12:00-05:00,LONG,SL,SL,-1.0,-1.0,MATCH,MATCH,-12.4,-12.2
2025-01,2311,2025-01-02 08:00:00-05:00,2025-01-02 09:21:00-05:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,3.1,3.3
2025-01,2312,2025-01-03 10:12:00-05:00,2025-01-03 10:57:00-05:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,9.7,10.0
2025-01,2313,2025-01-07 10:00:00-05:00,2025-01-07 10:48:00-05:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,25.6,26.3
2025-01,2314,2025-01-09 11:42:00-05:00,2025-01-09 20:00:00-05:00,LONG,FORCED_CLOSE,FORCED_CLOSE,-0.462963,-0.462963,MATCH,MATCH,-4.0,-3.8
2025-01,2315,2025-01-10 08:30:00-05:00,2025-01-10 08:42:00-05:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,58.3,60.0
2025-01,2316,2025-01-13 11:24:00-05:00,2025-01-13 13:45:00-05:00,LONG,TP,SL,1.4,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,-3.0,-2.8
2025-01,2317,2025-01-14 07:45:00-05:00,2025-01-14 08:33:00-05:00,LONG,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,-2.3,-2.0
2025-01,2318,2025-01-15 10:00:00-05:00,2025-01-15 10:09:00-05:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,8.4,8.6
2025-01,2319,2025-01-16 08:06:00-05:00,2025-01-16 08:33:00-05:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,4.1,4.4
2025-01,2320,2025-01-17 09:48:00-05:00,2025-01-17 10:51:00-05:00,LONG,BE,SL,0.0,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,-9.5,-9.4
2025-01,2321,2025-01-20 07:27:00-05:00,2025-01-20 08:30:00-05:00,SHORT,SL,BE,-1.0,0.4,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,3.2,3.4
2025-01,2322,2025-01-21 12:57:00-05:00,2025-01-21 13:33:00-05:00,SHORT,SL,SL,-1.0,-1.0,MATCH,MATCH,5.5,5.7
2025-01,2323,2025-01-22 08:36:00-05:00,2025-01-22 09:51:00-05:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,7.7,7.9
2025-01,2324,2025-01-23 11:09:00-05:00,2025-01-23 12:42:00-05:00,SHORT,SL,SL,-1.0,-1.0,MATCH,MATCH,14.1,14.5
2025-01,2325,2025-01-24 12:48:00-05:00,2025-01-24 14:09:00-05:00,SHORT,TP,SL,1.4,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,3.0,3.3
2025-01,2326,2025-01-27 07:00:00-05:00,2025-01-27 08:00:00-05:00,LONG,BE,SL,0.0,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,-5.2,-4.8
2025-01,2327,2025-01-28 07:00:00-05:00,2025-01-28 07:12:00-05:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,2.4,2.6
2025-01,2328,,,,TP,NO_TICK_DATA,1.4,,NO_AUDITABLE,NOT_AUDITABLE,,
2025-01,2329,2025-01-30 07:27:00-05:00,2025-01-30 08:27:00-05:00,LONG,TP,SL,1.4,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,-2.8,-2.4
2025-01,2330,2025-01-31 07:18:00-05:00,2025-01-31 07:27:00-05:00,LONG,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,-3.5,-3.1
