family_id,config_id,phase,pnl_net_r,entry_time
F01,F01_V50B_0131,TRAIN,-1,2022-05-01
F01,F01_V50B_0131,TRAIN,2,2022-05-01
F01,F01_V50B_0131,TRAIN,2,2022-05-01
F01,F01_V50B_0131,TRAIN,2,2022-05-01
F01,F01_V50B_0131,VAL,-1,2022-05-01
F01,F01_V50B_0131,VAL,-1,2022-05-01
F01,F01_V50B_0131,VAL,-1,2022-05-01
F01,F01_V50B_0131,VAL,-1,2022-05-01
F01,F01_V50B_0131,VAL,2,2022-05-01
F01,F01_V50B_0131,VAL,-1,2022-05-01
F01,F01_V50B_0131,VAL,-1,2022-05-01
F01,F01_V50B_0131,VAL,-1,2022-05-01
F01,F01_V50B_0131,VAL,-1,2022-05-01
F01,F01_V50B_0131,VAL,-1,2022-05-01
F01,F01_V50B_0131,VAL,-1,2022-05-01
F01,F01_V50B_0131,VAL,-1,2022-05-01
F01,F01_V50B_0131,VAL,2,2022-05-01
F01,F01_V50B_0131,VAL,-1,2022-05-01
F01,F01_V50B_0131,VAL,2,2022-05-01
F01,F01_V50B_0131,VAL,-1,2022-05-01
F01,F01_V50B_0131,VAL,-1,2022-05-01
F01,F01_V50B_0131,VAL,2,2022-05-01
F01,F01_V50B_0131,VAL,-1,2022-05-01
F01,F01_V50B_0131,VAL,-1,2022-05-01
F01,F01_V50B_0131,VAL,-1,2022-05-01
F01,F01_V50B_0131,VAL,2,2022-05-01
F01,F01_V50B_0131,VAL,-1,2022-05-01
F01,F01_V50B_0131,VAL,-1,2022-05-01
F01,F01_V50B_0131,VAL,2,2022-05-01
F01,F01_V50B_0132,TRAIN,-1,2022-05-01
F01,F01_V50B_0132,TRAIN,2,2022-05-01
F01,F01_V50B_0132,TRAIN,2,2022-05-01
F01,F01_V50B_0132,TRAIN,2,2022-05-01
F01,F01_V50B_0132,TRAIN,-1,2022-05-01
F01,F01_V50B_0132,TRAIN,2,2022-05-01
F01,F01_V50B_0132,TRAIN,-1,2022-05-01
F01,F01_V50B_0132,TRAIN,-1,2022-05-01
F01,F01_V50B_0132,TRAIN,-1,2022-05-01
F01,F01_V50B_0132,TRAIN,2,2022-05-01
F01,F01_V50B_0132,TRAIN,-1,2022-05-01
F01,F01_V50B_0132,TRAIN,-1,2022-05-01
F01,F01_V50B_0132,TRAIN,-1,2022-05-01
F01,F01_V50B_0132,TRAIN,-1,2022-05-01
F01,F01_V50B_0132,TRAIN,-1,2022-05-01
F01,F01_V50B_0132,TRAIN,2,2022-05-01
F01,F01_V50B_0132,TRAIN,2,2022-05-01
F01,F01_V50B_0132,TRAIN,2,2022-05-01
F01,F01_V50B_0132,TRAIN,2,2022-05-01
F01,F01_V50B_0132,TRAIN,-1,2022-05-01
F01,F01_V50B_0132,TRAIN,-1,2022-05-01
F01,F01_V50B_0132,TRAIN,-1,2022-05-01
F01,F01_V50B_0132,TRAIN,-1,2022-05-01
F01,F01_V50B_0132,TRAIN,-1,2022-05-01
F01,F01_V50B_0132,TRAIN,-1,2022-05-01
F01,F01_V50B_0132,TRAIN,-1,2022-05-01
F01,F01_V50B_0132,TRAIN,2,2022-05-01
F01,F01_V50B_0132,TRAIN,-1,2022-05-01
F01,F01_V50B_0132,TRAIN,-1,2022-05-01
F01,F01_V50B_0132,TRAIN,2,2022-05-01
F01,F01_V50B_0132,TRAIN,2,2022-05-01
F01,F01_V50B_0132,TRAIN,2,2022-05-01
F01,F01_V50B_0132,TRAIN,2,2022-05-01
F01,F01_V50B_0132,TRAIN,2,2022-05-01
F01,F01_V50B_0132,TRAIN,2,2022-05-01
F01,F01_V50B_0132,TRAIN,2,2022-05-01
F01,F01_V50B_0132,TRAIN,-1,2022-05-01
F01,F01_V50B_0132,TRAIN,2,2022-05-01
F01,F01_V50B_0132,VAL,2,2022-05-01
F01,F01_V50B_0132,VAL,-1,2022-05-01
F01,F01_V50B_0132,VAL,-1,2022-05-01
F01,F01_V50B_0132,VAL,2,2022-05-01
F01,F01_V50B_0132,VAL,2,2022-05-01
F01,F01_V50B_0132,VAL,2,2022-05-01
F01,F01_V50B_0132,VAL,-1,2022-05-01
F01,F01_V50B_0132,VAL,2,2022-05-01
F01,F01_V50B_0132,VAL,-1,2022-05-01
F01,F01_V50B_0132,VAL,-1,2022-05-01
F01,F01_V50B_0132,VAL,-1,2022-05-01
F01,F01_V50B_0132,VAL,2,2022-05-01
F01,F01_V50B_0132,VAL,2,2022-05-01
F01,F01_V50B_0132,VAL,-1,2022-05-01
F01,F01_V50B_0132,VAL,2,2022-05-01
F01,F01_V50B_0132,VAL,-1,2022-05-01
F01,F01_V50B_0132,VAL,-1,2022-05-01
F01,F01_V50B_0132,VAL,-1,2022-05-01
F01,F01_V50B_0132,VAL,-1,2022-05-01
F01,F01_V50B_0132,VAL,-1,2022-05-01
F01,F01_V50B_0132,VAL,-1,2022-05-01
F01,F01_V50B_0132,VAL,2,2022-05-01
F01,F01_V50B_0132,VAL,2,2022-05-01
F01,F01_V50B_0133,TRAIN,-1,2022-05-01
F01,F01_V50B_0133,TRAIN,-1,2022-05-01
F01,F01_V50B_0133,TRAIN,-1,2022-05-01
F01,F01_V50B_0133,TRAIN,2,2022-05-01
F01,F01_V50B_0133,TRAIN,2,2022-05-01
F01,F01_V50B_0133,TRAIN,2,2022-05-01
F01,F01_V50B_0133,TRAIN,-1,2022-05-01
F01,F01_V50B_0133,TRAIN,-1,2022-05-01
F01,F01_V50B_0133,TRAIN,-1,2022-05-01
F01,F01_V50B_0133,TRAIN,-1,2022-05-01
F01,F01_V50B_0133,TRAIN,2,2022-05-01
F01,F01_V50B_0133,TRAIN,-1,2022-05-01
F01,F01_V50B_0133,TRAIN,2,2022-05-01
F01,F01_V50B_0133,TRAIN,2,2022-05-01
F01,F01_V50B_0133,TRAIN,2,2022-05-01
F01,F01_V50B_0133,TRAIN,-1,2022-05-01
F01,F01_V50B_0133,TRAIN,-1,2022-05-01
F01,F01_V50B_0133,TRAIN,2,2022-05-01
F01,F01_V50B_0133,TRAIN,2,2022-05-01
F01,F01_V50B_0133,TRAIN,2,2022-05-01
F01,F01_V50B_0133,TRAIN,-1,2022-05-01
F01,F01_V50B_0133,TRAIN,-1,2022-05-01
F01,F01_V50B_0133,TRAIN,2,2022-05-01
F01,F01_V50B_0133,TRAIN,2,2022-05-01
F01,F01_V50B_0133,TRAIN,2,2022-05-01
F01,F01_V50B_0133,TRAIN,-1,2022-05-01
F01,F01_V50B_0133,TRAIN,2,2022-05-01
F01,F01_V50B_0133,TRAIN,-1,2022-05-01
F01,F01_V50B_0133,TRAIN,-1,2022-05-01
F01,F01_V50B_0133,TRAIN,-1,2022-05-01
F01,F01_V50B_0133,TRAIN,-1,2022-05-01
F01,F01_V50B_0133,TRAIN,-1,2022-05-01
F01,F01_V50B_0133,TRAIN,-1,2022-05-01
F01,F01_V50B_0133,TRAIN,2,2022-05-01
F01,F01_V50B_0133,TRAIN,2,2022-05-01
F01,F01_V50B_0133,TRAIN,-1,2022-05-01
F01,F01_V50B_0133,TRAIN,-1,2022-05-01
F01,F01_V50B_0133,VAL,2,2022-05-01
F01,F01_V50B_0133,VAL,-1,2022-05-01
F01,F01_V50B_0133,VAL,-1,2022-05-01
F01,F01_V50B_0133,VAL,2,2022-05-01
F01,F01_V50B_0133,VAL,-1,2022-05-01
F01,F01_V50B_0133,VAL,2,2022-05-01
F01,F01_V50B_0133,VAL,-1,2022-05-01
F01,F01_V50B_0133,VAL,-1,2022-05-01
F01,F01_V50B_0133,VAL,-1,2022-05-01
F01,F01_V50B_0133,VAL,-1,2022-05-01
F01,F01_V50B_0133,VAL,-1,2022-05-01
F01,F01_V50B_0134,TRAIN,-1,2022-05-01
F01,F01_V50B_0134,TRAIN,2,2022-05-01
F01,F01_V50B_0134,TRAIN,-1,2022-05-01
F01,F01_V50B_0134,TRAIN,2,2022-05-01
F01,F01_V50B_0134,TRAIN,2,2022-05-01
F01,F01_V50B_0134,TRAIN,-1,2022-05-01
F01,F01_V50B_0134,TRAIN,2,2022-05-01
F01,F01_V50B_0134,TRAIN,-1,2022-05-01
F01,F01_V50B_0134,TRAIN,2,2022-05-01
F01,F01_V50B_0134,TRAIN,2,2022-05-01
F01,F01_V50B_0134,TRAIN,2,2022-05-01
F01,F01_V50B_0134,TRAIN,2,2022-05-01
F01,F01_V50B_0134,TRAIN,-1,2022-05-01
F01,F01_V50B_0134,TRAIN,2,2022-05-01
F01,F01_V50B_0134,TRAIN,2,2022-05-01
F01,F01_V50B_0134,TRAIN,-1,2022-05-01
F01,F01_V50B_0134,TRAIN,2,2022-05-01
F01,F01_V50B_0134,TRAIN,-1,2022-05-01
F01,F01_V50B_0134,TRAIN,-1,2022-05-01
F01,F01_V50B_0134,TRAIN,-1,2022-05-01
F01,F01_V50B_0134,TRAIN,-1,2022-05-01
F01,F01_V50B_0134,TRAIN,-1,2022-05-01
F01,F01_V50B_0134,TRAIN,2,2022-05-01
F01,F01_V50B_0134,TRAIN,-1,2022-05-01
F01,F01_V50B_0134,TRAIN,-1,2022-05-01
F01,F01_V50B_0134,TRAIN,2,2022-05-01
F01,F01_V50B_0134,TRAIN,-1,2022-05-01
F01,F01_V50B_0134,TRAIN,2,2022-05-01
F01,F01_V50B_0134,TRAIN,-1,2022-05-01
F01,F01_V50B_0134,TRAIN,-1,2022-05-01
F01,F01_V50B_0134,TRAIN,2,2022-05-01
F01,F01_V50B_0134,TRAIN,2,2022-05-01
F01,F01_V50B_0134,TRAIN,2,2022-05-01
F01,F01_V50B_0134,TRAIN,2,2022-05-01
F01,F01_V50B_0134,TRAIN,2,2022-05-01
F01,F01_V50B_0134,TRAIN,-1,2022-05-01
F01,F01_V50B_0134,TRAIN,2,2022-05-01
F01,F01_V50B_0134,TRAIN,-1,2022-05-01
F01,F01_V50B_0134,TRAIN,-1,2022-05-01
F01,F01_V50B_0134,TRAIN,-1,2022-05-01
F01,F01_V50B_0134,TRAIN,2,2022-05-01
F01,F01_V50B_0134,TRAIN,2,2022-05-01
F01,F01_V50B_0134,TRAIN,-1,2022-05-01
F01,F01_V50B_0134,TRAIN,-1,2022-05-01
F01,F01_V50B_0134,TRAIN,-1,2022-05-01
F01,F01_V50B_0134,TRAIN,2,2022-05-01
F01,F01_V50B_0134,TRAIN,2,2022-05-01
F01,F01_V50B_0134,TRAIN,-1,2022-05-01
F01,F01_V50B_0134,TRAIN,-1,2022-05-01
F01,F01_V50B_0134,VAL,2,2022-05-01
F01,F01_V50B_0134,VAL,-1,2022-05-01
F01,F01_V50B_0134,VAL,-1,2022-05-01
F01,F01_V50B_0134,VAL,2,2022-05-01
F01,F01_V50B_0134,VAL,2,2022-05-01
F01,F01_V50B_0134,VAL,-1,2022-05-01
F01,F01_V50B_0134,VAL,-1,2022-05-01
F01,F01_V50B_0134,VAL,-1,2022-05-01
F01,F01_V50B_0134,VAL,-1,2022-05-01
F01,F01_V50B_0134,VAL,-1,2022-05-01
F01,F01_V50B_0134,VAL,-1,2022-05-01
F01,F01_V50B_0134,VAL,-1,2022-05-01
F01,F01_V50B_0135,TRAIN,2,2022-05-01
F01,F01_V50B_0135,TRAIN,-1,2022-05-01
F01,F01_V50B_0135,TRAIN,-1,2022-05-01
F01,F01_V50B_0135,TRAIN,-1,2022-05-01
F01,F01_V50B_0135,TRAIN,-1,2022-05-01
F01,F01_V50B_0135,TRAIN,2,2022-05-01
F01,F01_V50B_0135,TRAIN,-1,2022-05-01
F01,F01_V50B_0135,TRAIN,-1,2022-05-01
F01,F01_V50B_0135,TRAIN,2,2022-05-01
F01,F01_V50B_0135,TRAIN,2,2022-05-01
F01,F01_V50B_0135,TRAIN,-1,2022-05-01
F01,F01_V50B_0135,TRAIN,2,2022-05-01
F01,F01_V50B_0135,TRAIN,2,2022-05-01
F01,F01_V50B_0135,TRAIN,2,2022-05-01
F01,F01_V50B_0135,TRAIN,-1,2022-05-01
F01,F01_V50B_0135,TRAIN,-1,2022-05-01
F01,F01_V50B_0135,TRAIN,-1,2022-05-01
F01,F01_V50B_0135,TRAIN,-1,2022-05-01
F01,F01_V50B_0135,TRAIN,-1,2022-05-01
F01,F01_V50B_0135,TRAIN,2,2022-05-01
F01,F01_V50B_0135,TRAIN,2,2022-05-01
F01,F01_V50B_0135,TRAIN,-1,2022-05-01
F01,F01_V50B_0135,TRAIN,2,2022-05-01
F01,F01_V50B_0135,TRAIN,2,2022-05-01
F01,F01_V50B_0135,TRAIN,-1,2022-05-01
F01,F01_V50B_0135,VAL,-1,2022-05-01
F01,F01_V50B_0135,VAL,2,2022-05-01
F01,F01_V50B_0135,VAL,-1,2022-05-01
F01,F01_V50B_0135,VAL,-1,2022-05-01
F01,F01_V50B_0135,VAL,-1,2022-05-01
F01,F01_V50B_0135,VAL,2,2022-05-01
F01,F01_V50B_0135,VAL,2,2022-05-01
F01,F01_V50B_0135,VAL,2,2022-05-01
F01,F01_V50B_0135,VAL,-1,2022-05-01
F01,F01_V50B_0135,VAL,-1,2022-05-01
F01,F01_V50B_0135,VAL,-1,2022-05-01
F01,F01_V50B_0135,VAL,-1,2022-05-01
F01,F01_V50B_0135,VAL,2,2022-05-01
F01,F01_V50B_0135,VAL,2,2022-05-01
F01,F01_V50B_0135,VAL,-1,2022-05-01
F01,F01_V50B_0135,VAL,-1,2022-05-01
F01,F01_V50B_0135,VAL,-1,2022-05-01
F01,F01_V50B_0135,VAL,2,2022-05-01
F01,F01_V50B_0135,VAL,-1,2022-05-01
F01,F01_V50B_0135,VAL,-1,2022-05-01
F01,F01_V50B_0135,VAL,2,2022-05-01
F01,F01_V50B_0135,VAL,2,2022-05-01
F01,F01_V50B_0135,VAL,-1,2022-05-01
F01,F01_V50B_0135,VAL,-1,2022-05-01
F01,F01_V50B_0136,TRAIN,-1,2022-05-01
F01,F01_V50B_0136,TRAIN,-1,2022-05-01
F01,F01_V50B_0136,TRAIN,-1,2022-05-01
F01,F01_V50B_0136,TRAIN,2,2022-05-01
F01,F01_V50B_0136,TRAIN,2,2022-05-01
F01,F01_V50B_0136,TRAIN,2,2022-05-01
F01,F01_V50B_0136,TRAIN,-1,2022-05-01
F01,F01_V50B_0136,TRAIN,-1,2022-05-01
F01,F01_V50B_0136,TRAIN,-1,2022-05-01
F01,F01_V50B_0136,TRAIN,-1,2022-05-01
F01,F01_V50B_0136,TRAIN,-1,2022-05-01
F01,F01_V50B_0136,TRAIN,-1,2022-05-01
F01,F01_V50B_0136,TRAIN,-1,2022-05-01
F01,F01_V50B_0136,TRAIN,-1,2022-05-01
F01,F01_V50B_0136,TRAIN,-1,2022-05-01
F01,F01_V50B_0136,TRAIN,2,2022-05-01
F01,F01_V50B_0136,TRAIN,-1,2022-05-01
F01,F01_V50B_0136,TRAIN,-1,2022-05-01
F01,F01_V50B_0136,TRAIN,-1,2022-05-01
F01,F01_V50B_0136,TRAIN,2,2022-05-01
F01,F01_V50B_0136,TRAIN,-1,2022-05-01
F01,F01_V50B_0136,TRAIN,2,2022-05-01
F01,F01_V50B_0136,TRAIN,-1,2022-05-01
F01,F01_V50B_0136,TRAIN,-1,2022-05-01
F01,F01_V50B_0136,TRAIN,2,2022-05-01
F01,F01_V50B_0136,TRAIN,2,2022-05-01
F01,F01_V50B_0136,TRAIN,2,2022-05-01
F01,F01_V50B_0136,TRAIN,-1,2022-05-01
F01,F01_V50B_0136,TRAIN,-1,2022-05-01
F01,F01_V50B_0136,TRAIN,-1,2022-05-01
F01,F01_V50B_0136,TRAIN,-1,2022-05-01
F01,F01_V50B_0136,TRAIN,-1,2022-05-01
F01,F01_V50B_0136,TRAIN,-1,2022-05-01
F01,F01_V50B_0136,TRAIN,-1,2022-05-01
F01,F01_V50B_0136,TRAIN,-1,2022-05-01
F01,F01_V50B_0136,TRAIN,2,2022-05-01
F01,F01_V50B_0136,TRAIN,-1,2022-05-01
F01,F01_V50B_0136,TRAIN,-1,2022-05-01
F01,F01_V50B_0136,TRAIN,-1,2022-05-01
F01,F01_V50B_0136,TRAIN,-1,2022-05-01
F01,F01_V50B_0136,TRAIN,2,2022-05-01
F01,F01_V50B_0136,TRAIN,-1,2022-05-01
F01,F01_V50B_0136,TRAIN,2,2022-05-01
F01,F01_V50B_0136,VAL,-1,2022-05-01
F01,F01_V50B_0136,VAL,2,2022-05-01
F01,F01_V50B_0136,VAL,2,2022-05-01
F01,F01_V50B_0136,VAL,2,2022-05-01
F01,F01_V50B_0136,VAL,2,2022-05-01
F01,F01_V50B_0136,VAL,-1,2022-05-01
F01,F01_V50B_0136,VAL,2,2022-05-01
F01,F01_V50B_0136,VAL,-1,2022-05-01
F01,F01_V50B_0136,VAL,2,2022-05-01
F01,F01_V50B_0136,VAL,-1,2022-05-01
F01,F01_V50B_0136,VAL,2,2022-05-01
F01,F01_V50B_0136,VAL,-1,2022-05-01
F01,F01_V50B_0136,VAL,-1,2022-05-01
F01,F01_V50B_0136,VAL,-1,2022-05-01
F01,F01_V50B_0136,VAL,2,2022-05-01
F01,F01_V50B_0136,VAL,2,2022-05-01
F01,F01_V50B_0136,VAL,2,2022-05-01
F01,F01_V50B_0136,VAL,2,2022-05-01
F01,F01_V50B_0136,VAL,-1,2022-05-01
F01,F01_V50B_0136,VAL,2,2022-05-01
F01,F01_V50B_0136,VAL,-1,2022-05-01
F01,F01_V50B_0137,TRAIN,2,2022-05-01
F01,F01_V50B_0137,TRAIN,-1,2022-05-01
F01,F01_V50B_0137,TRAIN,-1,2022-05-01
F01,F01_V50B_0137,TRAIN,-1,2022-05-01
F01,F01_V50B_0137,TRAIN,-1,2022-05-01
F01,F01_V50B_0137,TRAIN,2,2022-05-01
F01,F01_V50B_0137,TRAIN,-1,2022-05-01
F01,F01_V50B_0137,TRAIN,-1,2022-05-01
F01,F01_V50B_0137,TRAIN,2,2022-05-01
F01,F01_V50B_0137,TRAIN,2,2022-05-01
F01,F01_V50B_0137,TRAIN,-1,2022-05-01
F01,F01_V50B_0137,TRAIN,-1,2022-05-01
F01,F01_V50B_0137,TRAIN,2,2022-05-01
F01,F01_V50B_0137,TRAIN,-1,2022-05-01
F01,F01_V50B_0137,TRAIN,2,2022-05-01
F01,F01_V50B_0137,TRAIN,2,2022-05-01
F01,F01_V50B_0137,TRAIN,2,2022-05-01
F01,F01_V50B_0137,TRAIN,2,2022-05-01
F01,F01_V50B_0137,TRAIN,-1,2022-05-01
F01,F01_V50B_0137,TRAIN,2,2022-05-01
F01,F01_V50B_0137,TRAIN,-1,2022-05-01
F01,F01_V50B_0137,TRAIN,2,2022-05-01
F01,F01_V50B_0137,TRAIN,-1,2022-05-01
F01,F01_V50B_0137,TRAIN,2,2022-05-01
F01,F01_V50B_0137,TRAIN,2,2022-05-01
F01,F01_V50B_0137,TRAIN,2,2022-05-01
F01,F01_V50B_0137,TRAIN,-1,2022-05-01
F01,F01_V50B_0137,TRAIN,2,2022-05-01
F01,F01_V50B_0137,TRAIN,-1,2022-05-01
F01,F01_V50B_0137,TRAIN,-1,2022-05-01
F01,F01_V50B_0137,TRAIN,2,2022-05-01
F01,F01_V50B_0137,TRAIN,2,2022-05-01
F01,F01_V50B_0137,VAL,2,2022-05-01
F01,F01_V50B_0137,VAL,-1,2022-05-01
F01,F01_V50B_0137,VAL,-1,2022-05-01
F01,F01_V50B_0137,VAL,-1,2022-05-01
F01,F01_V50B_0137,VAL,-1,2022-05-01
F01,F01_V50B_0137,VAL,-1,2022-05-01
F01,F01_V50B_0137,VAL,-1,2022-05-01
F01,F01_V50B_0137,VAL,2,2022-05-01
F01,F01_V50B_0137,VAL,-1,2022-05-01
F01,F01_V50B_0137,VAL,-1,2022-05-01
F01,F01_V50B_0137,VAL,-1,2022-05-01
F01,F01_V50B_0137,VAL,-1,2022-05-01
F01,F01_V50B_0137,VAL,-1,2022-05-01
F01,F01_V50B_0137,VAL,2,2022-05-01
F01,F01_V50B_0137,VAL,-1,2022-05-01
F01,F01_V50B_0137,VAL,-1,2022-05-01
F01,F01_V50B_0137,VAL,-1,2022-05-01
F01,F01_V50B_0137,VAL,-1,2022-05-01
F01,F01_V50B_0137,VAL,2,2022-05-01
F01,F01_V50B_0137,VAL,2,2022-05-01
F01,F01_V50B_0137,VAL,-1,2022-05-01
F01,F01_V50B_0137,VAL,-1,2022-05-01
F01,F01_V50B_0137,VAL,-1,2022-05-01
F01,F01_V50B_0137,VAL,2,2022-05-01
F01,F01_V50B_0138,TRAIN,2,2022-05-01
F01,F01_V50B_0138,TRAIN,-1,2022-05-01
F01,F01_V50B_0138,TRAIN,2,2022-05-01
F01,F01_V50B_0138,TRAIN,2,2022-05-01
F01,F01_V50B_0138,TRAIN,-1,2022-05-01
F01,F01_V50B_0138,TRAIN,2,2022-05-01
F01,F01_V50B_0138,TRAIN,-1,2022-05-01
F01,F01_V50B_0138,TRAIN,-1,2022-05-01
F01,F01_V50B_0138,TRAIN,2,2022-05-01
F01,F01_V50B_0138,TRAIN,-1,2022-05-01
F01,F01_V50B_0138,TRAIN,-1,2022-05-01
F01,F01_V50B_0138,TRAIN,-1,2022-05-01
F01,F01_V50B_0138,TRAIN,-1,2022-05-01
F01,F01_V50B_0138,TRAIN,-1,2022-05-01
F01,F01_V50B_0138,TRAIN,-1,2022-05-01
F01,F01_V50B_0138,TRAIN,-1,2022-05-01
F01,F01_V50B_0138,TRAIN,-1,2022-05-01
F01,F01_V50B_0138,TRAIN,-1,2022-05-01
F01,F01_V50B_0138,TRAIN,-1,2022-05-01
F01,F01_V50B_0138,TRAIN,2,2022-05-01
F01,F01_V50B_0138,TRAIN,2,2022-05-01
F01,F01_V50B_0138,TRAIN,2,2022-05-01
F01,F01_V50B_0138,TRAIN,2,2022-05-01
F01,F01_V50B_0138,TRAIN,-1,2022-05-01
F01,F01_V50B_0138,VAL,-1,2022-05-01
F01,F01_V50B_0138,VAL,-1,2022-05-01
F01,F01_V50B_0138,VAL,2,2022-05-01
F01,F01_V50B_0138,VAL,-1,2022-05-01
F01,F01_V50B_0138,VAL,-1,2022-05-01
F01,F01_V50B_0138,VAL,2,2022-05-01
F01,F01_V50B_0138,VAL,-1,2022-05-01
F01,F01_V50B_0138,VAL,2,2022-05-01
F01,F01_V50B_0138,VAL,-1,2022-05-01
F01,F01_V50B_0138,VAL,2,2022-05-01
F01,F01_V50B_0138,VAL,2,2022-05-01
F01,F01_V50B_0138,VAL,2,2022-05-01
F01,F01_V50B_0138,VAL,2,2022-05-01
F01,F01_V50B_0138,VAL,-1,2022-05-01
F01,F01_V50B_0138,VAL,-1,2022-05-01
F01,F01_V50B_0138,VAL,2,2022-05-01
F01,F01_V50B_0138,VAL,-1,2022-05-01
F01,F01_V50B_0138,VAL,2,2022-05-01
F01,F01_V50B_0138,VAL,2,2022-05-01
F01,F01_V50B_0138,VAL,-1,2022-05-01
F01,F01_V50B_0138,VAL,-1,2022-05-01
F01,F01_V50B_0138,VAL,-1,2022-05-01
F01,F01_V50B_0138,VAL,2,2022-05-01
F01,F01_V50B_0138,VAL,-1,2022-05-01
F01,F01_V50B_0138,VAL,-1,2022-05-01
F01,F01_V50B_0139,TRAIN,-1,2022-05-01
F01,F01_V50B_0139,TRAIN,-1,2022-05-01
F01,F01_V50B_0139,TRAIN,2,2022-05-01
F01,F01_V50B_0139,TRAIN,-1,2022-05-01
F01,F01_V50B_0139,TRAIN,2,2022-05-01
F01,F01_V50B_0139,TRAIN,-1,2022-05-01
F01,F01_V50B_0139,TRAIN,-1,2022-05-01
F01,F01_V50B_0139,TRAIN,-1,2022-05-01
F01,F01_V50B_0139,TRAIN,-1,2022-05-01
F01,F01_V50B_0139,TRAIN,2,2022-05-01
F01,F01_V50B_0139,TRAIN,2,2022-05-01
F01,F01_V50B_0139,TRAIN,2,2022-05-01
F01,F01_V50B_0139,TRAIN,-1,2022-05-01
F01,F01_V50B_0139,TRAIN,-1,2022-05-01
F01,F01_V50B_0139,TRAIN,-1,2022-05-01
F01,F01_V50B_0139,TRAIN,-1,2022-05-01
F01,F01_V50B_0139,TRAIN,-1,2022-05-01
F01,F01_V50B_0139,TRAIN,-1,2022-05-01
F01,F01_V50B_0139,TRAIN,-1,2022-05-01
F01,F01_V50B_0139,TRAIN,2,2022-05-01
F01,F01_V50B_0139,TRAIN,-1,2022-05-01
F01,F01_V50B_0139,TRAIN,2,2022-05-01
F01,F01_V50B_0139,TRAIN,-1,2022-05-01
F01,F01_V50B_0139,TRAIN,-1,2022-05-01
F01,F01_V50B_0139,VAL,-1,2022-05-01
F01,F01_V50B_0139,VAL,-1,2022-05-01
F01,F01_V50B_0139,VAL,-1,2022-05-01
F01,F01_V50B_0139,VAL,2,2022-05-01
F01,F01_V50B_0139,VAL,-1,2022-05-01
F01,F01_V50B_0139,VAL,-1,2022-05-01
F01,F01_V50B_0139,VAL,-1,2022-05-01
F01,F01_V50B_0139,VAL,-1,2022-05-01
F01,F01_V50B_0139,VAL,-1,2022-05-01
F01,F01_V50B_0139,VAL,-1,2022-05-01
F01,F01_V50B_0139,VAL,2,2022-05-01
F01,F01_V50B_0139,VAL,2,2022-05-01
F01,F01_V50B_0139,VAL,2,2022-05-01
F01,F01_V50B_0139,VAL,2,2022-05-01
F01,F01_V50B_0139,VAL,-1,2022-05-01
F01,F01_V50B_0139,VAL,-1,2022-05-01
F01,F01_V50B_0139,VAL,-1,2022-05-01
F01,F01_V50B_0139,VAL,2,2022-05-01
F01,F01_V50B_0140,TRAIN,-1,2022-05-01
F01,F01_V50B_0140,TRAIN,-1,2022-05-01
F01,F01_V50B_0140,TRAIN,2,2022-05-01
F01,F01_V50B_0140,TRAIN,-1,2022-05-01
F01,F01_V50B_0140,TRAIN,-1,2022-05-01
F01,F01_V50B_0140,TRAIN,2,2022-05-01
F01,F01_V50B_0140,TRAIN,-1,2022-05-01
F01,F01_V50B_0140,TRAIN,2,2022-05-01
F01,F01_V50B_0140,TRAIN,-1,2022-05-01
F01,F01_V50B_0140,TRAIN,-1,2022-05-01
F01,F01_V50B_0140,TRAIN,2,2022-05-01
F01,F01_V50B_0140,TRAIN,2,2022-05-01
F01,F01_V50B_0140,TRAIN,2,2022-05-01
F01,F01_V50B_0140,TRAIN,2,2022-05-01
F01,F01_V50B_0140,TRAIN,-1,2022-05-01
F01,F01_V50B_0140,TRAIN,2,2022-05-01
F01,F01_V50B_0140,TRAIN,-1,2022-05-01
F01,F01_V50B_0140,TRAIN,-1,2022-05-01
F01,F01_V50B_0140,TRAIN,2,2022-05-01
F01,F01_V50B_0140,TRAIN,2,2022-05-01
F01,F01_V50B_0140,TRAIN,-1,2022-05-01
F01,F01_V50B_0140,TRAIN,-1,2022-05-01
F01,F01_V50B_0140,TRAIN,-1,2022-05-01
F01,F01_V50B_0140,TRAIN,-1,2022-05-01
F01,F01_V50B_0140,TRAIN,2,2022-05-01
F01,F01_V50B_0140,TRAIN,-1,2022-05-01
F01,F01_V50B_0140,TRAIN,-1,2022-05-01
F01,F01_V50B_0140,TRAIN,-1,2022-05-01
F01,F01_V50B_0140,TRAIN,-1,2022-05-01
F01,F01_V50B_0140,TRAIN,-1,2022-05-01
F01,F01_V50B_0140,TRAIN,2,2022-05-01
F01,F01_V50B_0140,TRAIN,-1,2022-05-01
F01,F01_V50B_0140,TRAIN,-1,2022-05-01
F01,F01_V50B_0140,TRAIN,-1,2022-05-01
F01,F01_V50B_0140,TRAIN,2,2022-05-01
F01,F01_V50B_0140,TRAIN,-1,2022-05-01
F01,F01_V50B_0140,TRAIN,2,2022-05-01
F01,F01_V50B_0140,TRAIN,-1,2022-05-01
F01,F01_V50B_0140,TRAIN,2,2022-05-01
F01,F01_V50B_0140,TRAIN,-1,2022-05-01
F01,F01_V50B_0140,VAL,-1,2022-05-01
F01,F01_V50B_0140,VAL,-1,2022-05-01
